Accident_ID,Location,Latitude,Longitude,Date,Time,Severity,Cause,Road_Type,Weather
ID-1009,Kolkata,22.64526,88.46142,2023-02-12,08:17,Serious,Drunk Driving,Rural Road,Clear
ID-1010,Mumbai,19.19544,72.97339,2023-03-14,00:06,Serious,Weather/Low Visibility,Highway,Fog
ID-1011,Kolkata,22.57228,88.46766,2023-02-07,18:26,Minor,Signal Jumping,Highway,Clear
ID-1012,Jaipur,26.88398,75.87794,2023-01-06,09:19,Serious,Drunk Driving,Highway,Clear
ID-1013,Bangalore,13.09277,77.69875,2023-03-23,10:00,Minor,Weather/Low Visibility,Highway,Fog
ID-1014,Pune,18.40591,73.70461,2023-04-22,13:07,Serious,Weather/Low Visibility,Highway,Fog
ID-1015,Indore,22.74555,75.88797,2023-06-28,19:05,Serious,Signal Jumping,City Road,Fog
ID-1016,Madurai,9.89916,78.10253,2023-12-18,19:12,Minor,Weather/Low Visibility,City Road,Fog
ID-1017,Hyderabad,17.45863,78.41752,2023-08-17,21:27,Minor,Weather/Low Visibility,City Road,Fog
ID-1018,Delhi,28.64292,77.01466,2023-02-02,14:52,Minor,Weather/Low Visibility,Highway,Rain
ID-1019,Hyderabad,17.35061,78.38196,2023-01-16,11:25,Serious,Weather/Low Visibility,City Road,Rain
ID-1020,Indore,22.63718,75.74906,2023-06-10,20:09,Minor,Over-speeding,City Road,Clear
ID-1021,Chennai,13.10649,80.24336,2023-04-30,20:57,Serious,Potholes,City Road,Clear
ID-1022,Jaipur,26.85672,75.74244,2023-11-08,06:45,Minor,Signal Jumping,Rural Road,Clear
ID-1023,Mumbai,19.1678,72.88435,2023-01-26,08:12,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1024,Delhi,28.56849,76.86205,2023-05-02,22:24,Serious,Drunk Driving,City Road,Clear
ID-1025,Hyderabad,17.45666,78.41515,2023-07-26,09:53,Fatal,Over-speeding,City Road,Clear
ID-1026,Delhi,28.65791,76.83473,2023-06-12,09:17,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1027,Mumbai,18.99395,72.92246,2023-11-25,17:31,Fatal,Weather/Low Visibility,Rural Road,Fog
ID-1028,Mumbai,18.9672,72.96509,2023-08-12,14:46,Minor,Weather/Low Visibility,Highway,Rain
ID-1029,Mumbai,19.17068,72.87378,2023-01-23,04:16,Serious,Over-speeding,City Road,Clear
ID-1030,Mumbai,18.92251,72.86587,2023-03-12,09:10,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1031,Kolkata,22.67238,88.45061,2023-09-25,15:07,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1032,Chennai,13.04703,80.15611,2023-06-01,13:16,Minor,Signal Jumping,City Road,Clear
ID-1033,Jaipur,26.9117,75.87457,2023-02-09,11:44,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1034,Chennai,13.10115,80.19363,2023-04-17,18:21,Minor,Potholes,City Road,Fog
ID-1035,Pune,18.53106,73.86956,2023-08-20,07:24,Minor,Weather/Low Visibility,City Road,Rain
ID-1036,Bangalore,12.88335,77.53284,2023-08-25,10:09,Fatal,Over-speeding,Highway,Clear
ID-1037,Mumbai,19.03825,72.85335,2023-05-16,16:22,Minor,Over-speeding,City Road,Clear
ID-1038,Mumbai,19.02944,72.83012,2023-08-14,16:03,Serious,Weather/Low Visibility,Highway,Fog
ID-1039,Delhi,28.55301,77.26401,2023-11-01,21:11,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-1040,Hyderabad,17.43623,78.42927,2023-01-19,12:57,Minor,Weather/Low Visibility,Highway,Fog
ID-1041,Jaipur,26.82021,75.74529,2023-07-21,11:25,Fatal,Over-speeding,Rural Road,Rain
ID-1042,Lucknow,26.83834,80.89903,2023-12-28,14:18,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1043,Indore,22.63702,75.88156,2023-12-19,20:54,Serious,Drunk Driving,City Road,Rain
ID-1044,Bangalore,12.84999,77.56643,2023-08-08,23:30,Serious,Distracted Driving,Highway,Clear
ID-1045,Mumbai,19.16438,72.83415,2023-01-01,21:37,Minor,Weather/Low Visibility,City Road,Rain
ID-1046,Delhi,28.72757,77.08363,2023-03-17,16:10,Minor,Over-speeding,City Road,Clear
ID-1047,Madurai,9.96078,78.06714,2023-12-06,11:16,Serious,Weather/Low Visibility,City Road,Fog
ID-1048,Chennai,13.14832,80.16023,2023-02-27,17:30,Minor,Distracted Driving,Highway,Clear
ID-1049,Delhi,28.79145,77.22813,2023-05-06,21:01,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1050,Nagpur,21.01785,79.17619,2023-11-17,12:56,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1051,Pune,18.58207,73.76977,2023-06-08,16:17,Serious,Drunk Driving,Rural Road,Clear
ID-1052,Bangalore,12.95602,77.56865,2023-06-27,15:36,Fatal,Distracted Driving,Highway,Clear
ID-1053,Bangalore,12.94968,77.63711,2023-11-16,13:18,Serious,Weather/Low Visibility,City Road,Rain
ID-1054,Jaipur,26.81292,75.75895,2023-10-31,03:52,Serious,Drunk Driving,City Road,Clear
ID-1055,Kolkata,22.58606,88.43205,2023-05-26,14:22,Fatal,Distracted Driving,Highway,Rain
ID-1056,Nagpur,21.02853,79.11992,2023-01-17,20:14,Minor,Weather/Low Visibility,Highway,Fog
ID-1057,Delhi,28.65482,77.01128,2023-03-30,22:19,Minor,Potholes,Rural Road,Dust Storm
ID-1058,Nagpur,21.02784,79.1303,2023-06-04,22:12,Minor,Distracted Driving,City Road,Clear
ID-1059,Hyderabad,17.42566,78.40917,2023-08-15,09:33,Minor,Signal Jumping,Rural Road,Fog
ID-1060,Kolkata,22.64252,88.39368,2023-01-15,21:29,Serious,Potholes,City Road,Clear
ID-1061,Mumbai,18.92653,72.82812,2023-03-07,22:23,Minor,Distracted Driving,Highway,Fog
ID-1062,Madurai,9.88059,78.00119,2023-05-19,18:03,Minor,Signal Jumping,City Road,Clear
ID-1063,Kolkata,22.61887,88.46439,2023-02-01,20:55,Minor,Over-speeding,Rural Road,Clear
ID-1064,Kolkata,22.54101,88.32883,2023-12-12,09:57,Serious,Signal Jumping,City Road,Rain
ID-1065,Jaipur,26.94383,75.88731,2023-02-04,10:07,Serious,Over-speeding,Rural Road,Rain
ID-1066,Bangalore,12.95595,77.54944,2023-07-20,09:28,Serious,Over-speeding,City Road,Clear
ID-1067,Chennai,13.02137,80.29654,2023-08-13,22:43,Serious,Drunk Driving,City Road,Clear
ID-1068,Mumbai,18.9065,72.82834,2023-12-25,05:32,Minor,Weather/Low Visibility,City Road,Rain
ID-1069,Indore,22.65789,75.72,2023-07-20,23:17,Minor,Distracted Driving,City Road,Clear
ID-1070,Bangalore,12.84445,77.55668,2023-06-05,18:37,Fatal,Over-speeding,Highway,Dust Storm
ID-1071,Varanasi,25.22786,83.07648,2023-09-14,19:22,Serious,Potholes,City Road,Rain
ID-1072,Mumbai,19.05391,72.8349,2023-06-23,08:36,Minor,Weather/Low Visibility,City Road,Rain
ID-1073,Mumbai,19.09753,72.9847,2023-11-07,15:30,Serious,Signal Jumping,Rural Road,Rain
ID-1074,Kolkata,22.6014,88.43178,2023-10-25,20:37,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1075,Lucknow,26.87041,80.83184,2023-12-14,11:59,Fatal,Weather/Low Visibility,Highway,Fog
ID-1076,Jaipur,26.96171,75.84653,2023-07-16,13:57,Serious,Signal Jumping,Highway,Clear
ID-1077,Delhi,28.50019,76.81871,2023-11-20,06:38,Serious,Weather/Low Visibility,City Road,Rain
ID-1078,Mumbai,19.03485,72.82664,2023-05-10,16:12,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-1079,Kolkata,22.54024,88.33242,2023-11-19,12:01,Minor,Signal Jumping,Highway,Clear
ID-1080,Nashik,19.90665,73.72811,2023-02-06,15:34,Minor,Distracted Driving,Rural Road,Rain
ID-1081,Meerut,29.0822,77.72845,2023-08-31,22:52,Minor,Potholes,City Road,Fog
ID-1082,Mumbai,18.94136,72.81343,2023-02-10,15:36,Fatal,Weather/Low Visibility,Highway,Fog
ID-1083,Delhi,28.49223,77.10074,2023-05-09,20:59,Serious,Weather/Low Visibility,Highway,Fog
ID-1084,Lucknow,26.73157,80.85761,2023-11-09,22:59,Minor,Potholes,City Road,Fog
ID-1085,Meerut,29.07836,77.71655,2023-08-04,11:21,Fatal,Distracted Driving,City Road,Rain
ID-1086,Chennai,12.91782,80.14085,2023-09-10,08:15,Fatal,Over-speeding,City Road,Clear
ID-1087,Bangalore,13.09432,77.68998,2023-10-10,18:56,Minor,Weather/Low Visibility,City Road,Rain
ID-1088,Bangalore,12.83122,77.59932,2023-06-05,21:30,Serious,Drunk Driving,Highway,Clear
ID-1089,Delhi,28.41054,77.19091,2023-12-17,21:43,Minor,Signal Jumping,Rural Road,Clear
ID-1090,Lucknow,26.79643,80.87742,2023-08-07,03:44,Minor,Weather/Low Visibility,Highway,Rain
ID-1091,Kolkata,22.69651,88.37354,2023-04-29,15:15,Fatal,Over-speeding,Highway,Clear
ID-1092,Nashik,20.05051,73.86155,2023-05-08,12:55,Fatal,Over-speeding,Highway,Clear
ID-1093,Meerut,28.93612,77.60874,2023-03-08,19:18,Serious,Potholes,City Road,Dust Storm
ID-1094,Jaipur,26.93132,75.71528,2023-07-02,15:47,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-1095,Pune,18.47339,73.81028,2023-12-24,20:20,Minor,Distracted Driving,Highway,Clear
ID-1096,Bangalore,12.90399,77.58217,2023-03-12,14:13,Serious,Potholes,City Road,Rain
ID-1097,Meerut,28.97448,77.76328,2023-11-29,23:28,Minor,Distracted Driving,Highway,Clear
ID-1098,Nagpur,21.05406,79.07647,2023-11-09,20:54,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1099,Delhi,28.55387,76.82221,2023-09-30,13:27,Minor,Weather/Low Visibility,Highway,Fog
ID-1100,Jaipur,26.86956,75.7052,2023-01-15,14:13,Minor,Distracted Driving,City Road,Dust Storm
ID-1101,Mumbai,19.17857,72.95048,2023-12-14,15:59,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-1102,Kolkata,22.61366,88.40378,2023-05-02,09:59,Serious,Drunk Driving,City Road,Clear
ID-1103,Kolkata,22.65992,88.49019,2023-10-20,16:21,Serious,Distracted Driving,Rural Road,Clear
ID-1104,Jaipur,26.87234,75.83185,2023-10-19,12:19,Minor,Signal Jumping,City Road,Fog
ID-1105,Indore,22.68876,75.70345,2023-11-23,09:30,Serious,Weather/Low Visibility,City Road,Rain
ID-1106,Kolkata,22.68777,88.35529,2023-04-03,18:28,Minor,Distracted Driving,City Road,Fog
ID-1107,Nagpur,21.02544,79.0891,2023-02-28,18:14,Minor,Signal Jumping,Highway,Clear
ID-1108,Hyderabad,17.43689,78.47211,2023-04-27,12:45,Minor,Weather/Low Visibility,City Road,Fog
ID-1109,Bangalore,13.05348,77.66988,2023-06-29,22:15,Minor,Over-speeding,Rural Road,Clear
ID-1110,Pune,18.50221,73.7474,2023-02-06,14:26,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1111,Chennai,12.99796,80.25763,2023-05-31,02:30,Minor,Distracted Driving,Highway,Clear
ID-1112,Nashik,19.95817,73.73001,2023-06-10,22:13,Minor,Weather/Low Visibility,Highway,Fog
ID-1113,Mumbai,19.09712,72.83001,2023-09-15,19:36,Minor,Potholes,Rural Road,Dust Storm
ID-1114,Mumbai,19.15428,72.90555,2023-09-24,23:33,Serious,Weather/Low Visibility,City Road,Fog
ID-1115,Meerut,29.08221,77.66574,2023-03-01,02:47,Minor,Signal Jumping,City Road,Rain
ID-1116,Kolkata,22.57238,88.3704,2023-11-06,23:30,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-1117,Delhi,28.7947,77.26286,2023-03-12,17:42,Serious,Weather/Low Visibility,City Road,Fog
ID-1118,Nagpur,21.02359,79.02255,2023-04-12,21:40,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1119,Delhi,28.56745,77.18275,2023-01-18,17:08,Fatal,Over-speeding,Rural Road,Clear
ID-1120,Mumbai,19.19698,72.82648,2023-07-25,09:08,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1121,Mumbai,19.00104,72.96494,2023-01-24,10:06,Serious,Over-speeding,City Road,Fog
ID-1122,Delhi,28.65233,77.17035,2023-04-04,23:08,Minor,Signal Jumping,Highway,Clear
ID-1123,Varanasi,25.31871,82.97397,2023-04-01,15:28,Serious,Weather/Low Visibility,Highway,Fog
ID-1124,Nagpur,21.09866,78.91449,2023-08-07,16:54,Minor,Weather/Low Visibility,City Road,Fog
ID-1125,Delhi,28.47137,76.8716,2023-05-23,11:33,Serious,Weather/Low Visibility,Highway,Fog
ID-1126,Jaipur,26.83312,75.75757,2023-05-13,03:18,Serious,Distracted Driving,Highway,Clear
ID-1127,Nagpur,21.0282,78.96205,2023-01-21,07:57,Serious,Weather/Low Visibility,Highway,Rain
ID-1128,Nashik,20.06448,73.77391,2023-09-24,10:28,Fatal,Drunk Driving,City Road,Dust Storm
ID-1129,Hyderabad,17.44325,78.48384,2023-02-14,15:16,Minor,Drunk Driving,Rural Road,Fog
ID-1130,Nagpur,21.19369,79.14109,2023-03-22,07:20,Minor,Weather/Low Visibility,City Road,Fog
ID-1131,Delhi,28.69421,77.13604,2023-01-20,20:57,Serious,Signal Jumping,Rural Road,Clear
ID-1132,Hyderabad,17.36351,78.46829,2023-01-05,05:40,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1133,Bangalore,13.08295,77.63467,2023-04-06,21:52,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1134,Hyderabad,17.42695,78.31774,2023-08-11,19:00,Minor,Over-speeding,Rural Road,Dust Storm
ID-1135,Kolkata,22.642,88.30776,2023-10-26,21:40,Minor,Weather/Low Visibility,City Road,Fog
ID-1136,Pune,18.59087,73.87558,2023-11-19,21:31,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1137,Nashik,19.91931,73.72247,2023-12-06,15:15,Serious,Distracted Driving,Highway,Clear
ID-1138,Hyderabad,17.49126,78.43212,2023-09-05,23:08,Serious,Drunk Driving,Rural Road,Dust Storm
ID-1139,Hyderabad,17.4015,78.47796,2023-12-12,20:16,Serious,Distracted Driving,City Road,Dust Storm
ID-1140,Indore,22.68504,75.75214,2023-06-23,15:14,Serious,Signal Jumping,City Road,Clear
ID-1141,Hyderabad,17.38953,78.34426,2023-11-11,23:07,Fatal,Drunk Driving,Highway,Fog
ID-1142,Mumbai,19.11667,72.96048,2023-10-11,20:49,Serious,Over-speeding,Rural Road,Clear
ID-1143,Pune,18.44209,73.80709,2023-05-29,15:14,Serious,Weather/Low Visibility,City Road,Fog
ID-1144,Mumbai,19.06589,72.84974,2023-09-14,12:06,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1145,Kolkata,22.56029,88.346,2023-03-05,07:47,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1146,Mumbai,19.16299,72.9724,2023-08-01,06:45,Serious,Over-speeding,Rural Road,Clear
ID-1147,Mumbai,19.14908,72.92097,2023-07-20,22:50,Serious,Weather/Low Visibility,City Road,Fog
ID-1148,Varanasi,25.26043,82.99178,2023-07-12,17:30,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-1149,Chennai,13.0219,80.15571,2023-07-15,22:15,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-1150,Delhi,28.61863,76.85415,2023-04-29,12:49,Serious,Weather/Low Visibility,City Road,Fog
ID-1151,Mumbai,19.09285,72.86649,2023-04-17,22:10,Serious,Weather/Low Visibility,Highway,Rain
ID-1152,Mumbai,19.04205,72.94461,2023-07-30,21:16,Serious,Weather/Low Visibility,Highway,Fog
ID-1153,Mumbai,19.1067,72.91975,2023-10-15,00:48,Serious,Drunk Driving,City Road,Dust Storm
ID-1154,Nagpur,21.09227,79.0449,2023-02-23,18:58,Minor,Over-speeding,City Road,Clear
ID-1155,Mumbai,19.12707,72.83242,2023-02-28,13:28,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1156,Hyderabad,17.46063,78.39744,2023-06-01,21:00,Fatal,Over-speeding,City Road,Dust Storm
ID-1157,Bangalore,13.06407,77.55422,2023-03-26,10:41,Serious,Drunk Driving,Rural Road,Fog
ID-1158,Madurai,9.96056,78.1904,2023-08-25,16:30,Serious,Drunk Driving,Rural Road,Fog
ID-1159,Lucknow,26.87048,80.82707,2023-08-02,11:20,Minor,Weather/Low Visibility,City Road,Rain
ID-1160,Pune,18.5954,73.76237,2023-08-23,18:34,Minor,Distracted Driving,Highway,Clear
ID-1161,Chennai,13.08749,80.21889,2023-04-26,22:56,Fatal,Drunk Driving,Highway,Clear
ID-1162,Delhi,28.7283,77.23405,2023-07-26,11:39,Serious,Weather/Low Visibility,Highway,Rain
ID-1163,Hyderabad,17.3206,78.34329,2023-09-25,18:08,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1164,Hyderabad,17.47068,78.42096,2023-03-28,05:13,Fatal,Weather/Low Visibility,Highway,Rain
ID-1165,Pune,18.56067,73.7293,2023-01-27,12:04,Minor,Drunk Driving,City Road,Dust Storm
ID-1166,Mumbai,18.99813,72.90008,2023-07-17,00:24,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1167,Delhi,28.61227,77.24164,2023-03-15,20:45,Fatal,Weather/Low Visibility,City Road,Dust Storm
ID-1168,Kolkata,22.55011,88.32405,2023-07-07,11:01,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1169,Chennai,13.08509,80.27526,2023-01-06,19:59,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-1170,Delhi,28.40225,76.9552,2023-01-07,22:58,Serious,Distracted Driving,Highway,Fog
ID-1171,Jaipur,26.87966,75.89915,2023-10-20,14:03,Minor,Over-speeding,Rural Road,Dust Storm
ID-1172,Chennai,13.04709,80.19469,2023-01-15,05:23,Fatal,Potholes,Rural Road,Rain
ID-1173,Indore,22.62633,75.78391,2023-02-01,15:45,Minor,Distracted Driving,Rural Road,Clear
ID-1174,Mumbai,18.98324,72.97052,2023-12-11,17:21,Fatal,Distracted Driving,Rural Road,Rain
ID-1175,Varanasi,25.27325,82.90283,2023-02-01,23:42,Serious,Drunk Driving,Rural Road,Rain
ID-1176,Mumbai,18.95178,72.8089,2023-03-30,22:26,Serious,Drunk Driving,City Road,Clear
ID-1177,Bangalore,12.90521,77.56829,2023-08-26,22:59,Fatal,Drunk Driving,Highway,Clear
ID-1178,Nashik,19.91728,73.7635,2023-11-23,18:13,Serious,Distracted Driving,Highway,Dust Storm
ID-1179,Bangalore,13.08297,77.56156,2023-03-09,23:48,Fatal,Distracted Driving,City Road,Clear
ID-1180,Jaipur,26.8356,75.72809,2023-04-13,19:17,Minor,Drunk Driving,City Road,Fog
ID-1181,Meerut,28.95291,77.69798,2023-08-19,14:33,Serious,Signal Jumping,Highway,Rain
ID-1182,Delhi,28.63409,76.87785,2023-11-27,17:22,Serious,Weather/Low Visibility,Highway,Fog
ID-1183,Bangalore,13.09055,77.61032,2023-04-18,22:49,Minor,Weather/Low Visibility,City Road,Rain
ID-1184,Chennai,13.05511,80.22622,2023-07-10,22:20,Serious,Drunk Driving,Rural Road,Dust Storm
ID-1185,Delhi,28.68052,77.11474,2023-06-22,07:21,Minor,Signal Jumping,Highway,Clear
ID-1186,Mumbai,19.17394,72.86126,2023-11-12,18:28,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-1187,Hyderabad,17.46682,78.35051,2023-07-25,10:43,Serious,Distracted Driving,Highway,Clear
ID-1188,Kolkata,22.65263,88.48017,2023-05-18,21:49,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1189,Pune,18.50244,73.88447,2023-03-13,19:36,Minor,Drunk Driving,Highway,Fog
ID-1190,Lucknow,26.76185,80.95316,2023-01-01,02:29,Fatal,Drunk Driving,Highway,Rain
ID-1191,Mumbai,18.92411,72.84724,2023-03-20,23:15,Fatal,Drunk Driving,Highway,Fog
ID-1192,Chennai,13.04124,80.23736,2023-08-26,23:24,Fatal,Drunk Driving,Highway,Rain
ID-1193,Madurai,9.98705,78.07998,2023-08-06,17:55,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1194,Bangalore,12.94649,77.64809,2023-05-01,06:11,Minor,Weather/Low Visibility,City Road,Fog
ID-1195,Chennai,12.90048,80.21983,2023-09-13,19:08,Fatal,Drunk Driving,Highway,Clear
ID-1196,Lucknow,26.76039,80.81857,2023-05-26,13:09,Serious,Distracted Driving,Rural Road,Dust Storm
ID-1197,Hyderabad,17.30697,78.4917,2023-09-22,07:43,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1198,Chennai,13.1198,80.23117,2023-10-22,06:08,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-1199,Pune,18.49723,73.89198,2023-05-13,20:27,Serious,Signal Jumping,Rural Road,Clear
ID-1200,Lucknow,26.86143,80.98164,2023-10-01,23:21,Minor,Distracted Driving,Highway,Clear
ID-1201,Indore,22.70634,75.77669,2023-12-29,13:21,Minor,Weather/Low Visibility,Highway,Fog
ID-1202,Nashik,20.0229,73.87444,2023-03-04,15:02,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1203,Indore,22.71987,75.77386,2023-01-13,20:49,Fatal,Weather/Low Visibility,Highway,Fog
ID-1204,Pune,18.48341,73.78935,2023-07-02,12:07,Fatal,Signal Jumping,Rural Road,Clear
ID-1205,Meerut,29.04774,77.64973,2023-03-16,10:46,Fatal,Signal Jumping,City Road,Dust Storm
ID-1206,Pune,18.46908,73.79161,2023-08-23,22:36,Fatal,Over-speeding,City Road,Clear
ID-1207,Kolkata,22.52935,88.49537,2023-02-10,15:46,Minor,Weather/Low Visibility,City Road,Fog
ID-1208,Pune,18.43679,73.84935,2023-08-10,11:53,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1209,Nagpur,21.06064,79.05421,2023-08-31,20:36,Serious,Drunk Driving,City Road,Dust Storm
ID-1210,Varanasi,25.35566,82.95537,2023-04-03,16:58,Minor,Weather/Low Visibility,City Road,Fog
ID-1211,Delhi,28.48285,77.19103,2023-11-03,20:29,Serious,Weather/Low Visibility,Highway,Fog
ID-1212,Mumbai,18.90542,72.86492,2023-11-08,23:45,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-1213,Pune,18.49512,73.81153,2023-08-16,14:52,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1214,Indore,22.70645,75.734,2023-10-20,15:42,Serious,Over-speeding,Rural Road,Dust Storm
ID-1215,Bangalore,12.82493,77.6496,2023-06-11,20:48,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1216,Mumbai,19.07548,72.92485,2023-05-26,04:48,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1217,Hyderabad,17.40752,78.37569,2023-02-26,19:13,Serious,Distracted Driving,Highway,Fog
ID-1218,Chennai,13.13006,80.29688,2023-04-22,20:48,Minor,Weather/Low Visibility,City Road,Fog
ID-1219,Chennai,13.08908,80.23285,2023-10-02,17:32,Serious,Distracted Driving,Highway,Dust Storm
ID-1220,Varanasi,25.29897,82.99278,2023-01-02,07:18,Minor,Potholes,City Road,Fog
ID-1221,Jaipur,26.93667,75.71966,2023-04-07,15:26,Fatal,Signal Jumping,Rural Road,Clear
ID-1222,Hyderabad,17.34484,78.42194,2023-07-29,16:46,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1223,Kolkata,22.61386,88.39438,2023-12-01,23:38,Minor,Weather/Low Visibility,Highway,Rain
ID-1224,Jaipur,26.84786,75.79443,2023-02-03,05:18,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1225,Delhi,28.49802,77.10162,2023-02-26,22:41,Minor,Weather/Low Visibility,Highway,Fog
ID-1226,Kolkata,22.51397,88.44972,2023-07-17,05:30,Serious,Over-speeding,City Road,Dust Storm
ID-1227,Pune,18.50747,73.84316,2023-08-13,16:01,Minor,Distracted Driving,City Road,Clear
ID-1228,Nagpur,21.16566,79.11755,2023-09-19,23:59,Serious,Drunk Driving,City Road,Dust Storm
ID-1229,Mumbai,19.15412,72.95159,2023-07-31,06:23,Serious,Signal Jumping,Highway,Fog
ID-1230,Chennai,13.13867,80.14202,2023-08-23,23:04,Fatal,Drunk Driving,Highway,Dust Storm
ID-1231,Delhi,28.67568,76.96533,2023-11-01,14:17,Serious,Weather/Low Visibility,Highway,Rain
ID-1232,Mumbai,18.90778,72.97603,2023-03-23,20:19,Fatal,Potholes,City Road,Fog
ID-1233,Chennai,13.10198,80.13089,2023-07-16,07:18,Minor,Distracted Driving,Highway,Rain
ID-1234,Pune,18.51665,73.72967,2023-09-22,08:32,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1235,Lucknow,26.89448,80.92877,2023-07-13,22:23,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1236,Nashik,19.97597,73.83375,2023-04-25,20:13,Minor,Drunk Driving,Rural Road,Fog
ID-1237,Kolkata,22.65785,88.43,2023-11-23,22:58,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1238,Lucknow,26.7797,80.81977,2023-10-01,12:35,Minor,Signal Jumping,Highway,Clear
ID-1239,Chennai,13.03399,80.20459,2023-11-30,19:44,Minor,Drunk Driving,Rural Road,Rain
ID-1240,Delhi,28.47097,77.28969,2023-04-08,18:47,Minor,Signal Jumping,Highway,Clear
ID-1241,Indore,22.70451,75.71217,2023-08-26,16:30,Serious,Over-speeding,City Road,Clear
ID-1242,Madurai,9.958,78.01461,2023-04-12,06:30,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1243,Hyderabad,17.41387,78.41634,2023-10-29,15:12,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1244,Pune,18.48143,73.75415,2023-09-21,14:30,Fatal,Distracted Driving,City Road,Fog
ID-1245,Bangalore,12.87471,77.55506,2023-02-27,04:28,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1246,Varanasi,25.39487,82.9941,2023-06-05,12:43,Minor,Over-speeding,City Road,Dust Storm
ID-1247,Bangalore,12.96158,77.53653,2023-06-06,20:32,Minor,Distracted Driving,Highway,Dust Storm
ID-1248,Varanasi,25.38551,82.94206,2023-07-22,14:12,Minor,Drunk Driving,Rural Road,Rain
ID-1249,Mumbai,18.9977,72.90329,2023-05-18,21:49,Fatal,Drunk Driving,City Road,Fog
ID-1250,Kolkata,22.66689,88.37416,2023-06-11,20:53,Minor,Weather/Low Visibility,City Road,Fog
ID-1251,Varanasi,25.35254,82.90113,2023-03-13,06:41,Minor,Weather/Low Visibility,Highway,Fog
ID-1252,Mumbai,18.96066,72.93241,2023-08-07,14:20,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1253,Chennai,12.95984,80.143,2023-05-05,09:04,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1254,Chennai,13.11638,80.19397,2023-12-28,23:58,Minor,Weather/Low Visibility,City Road,Rain
ID-1255,Delhi,28.42373,76.82806,2023-05-26,16:28,Fatal,Over-speeding,Highway,Dust Storm
ID-1256,Delhi,28.79087,77.16622,2023-04-13,20:36,Minor,Potholes,City Road,Clear
ID-1257,Mumbai,18.97357,72.91455,2023-05-30,08:52,Fatal,Signal Jumping,Highway,Clear
ID-1258,Indore,22.75442,75.7136,2023-07-04,20:54,Fatal,Weather/Low Visibility,Highway,Rain
ID-1259,Mumbai,18.9683,72.87244,2023-11-06,20:16,Minor,Signal Jumping,Highway,Clear
ID-1260,Chennai,12.93576,80.18216,2023-09-20,03:03,Fatal,Distracted Driving,Rural Road,Clear
ID-1261,Pune,18.40642,73.80084,2023-06-20,15:36,Fatal,Signal Jumping,Rural Road,Clear
